id,Age,Gender,Reviews_Read,Price,Discount,Category,Items_In_Cart,Time_of_Day,Email_Interaction,Device_Type,Payment_Method,Referral_Source,Socioeconomic_Status_Score,Engagement_Score,Purchase
193,27.0,0.0,4.0,863.446,44.0,2.0,3.0,afternoon,0.0,Mobile,Bank,,0.0,2.49179891418999,0
194,55.0,0.0,2.0,634.375,4.0,4.0,1.0,morning,1.0,Desktop,PayPal,Direct,1.97,,0
195,41.0,1.0,4.0,464.08,15.0,4.0,0.0,afternoon,0.0,Mobile,Credit,Email,2.16,0.564190707093811,0
196,19.0,0.0,3.0,,47.0,3.0,10.0,morning,0.0,Mobile,,Social_media,8.56,2.61925720289563,1
197,,0.0,3.0,742.734,7.0,3.0,6.0,evening,0.0,Desktop,,Direct,6.72,4.28349629486257,0
198,41.0,1.0,1.0,925.674,47.0,4.0,12.0,evening,1.0,Desktop,Bank,Social_media,2.52,1.44849412119069,0
199,33.0,1.0,3.0,107.784,17.0,1.0,1.0,morning,0.0,Mobile,Credit,Search_engine,2.4,5.69474949173634,0
200,27.0,1.0,3.0,441.349,25.0,2.0,4.0,evening,0.0,Tablet,Cash,Direct,4.84,0.739995650125483,0
201,19.0,1.0,1.0,291.073,44.0,3.0,0.0,afternoon,1.0,Desktop,PayPal,,12.68,2.03821098187862,0
202,,1.0,1.0,554.034,32.0,1.0,1.0,evening,1.0,Mobile,Bank,Email,3.32,1.05095443414183,0
203,23.0,1.0,5.0,522.788,37.0,0.0,15.0,morning,0.0,Desktop,PayPal,Ads,5.79,1.93868250754743,0
204,59.0,1.0,5.0,294.119,14.0,3.0,4.0,evening,0.0,Mobile,Cash,,2.21,0.12992200020859,0
205,20.0,0.0,3.0,332.58,25.0,4.0,0.0,afternoon,1.0,Desktop,PayPal,Direct,6.1,5.18286189697352,1
206,22.0,0.0,7.0,815.931,15.0,2.0,2.0,evening,1.0,Tablet,Credit,Search_engine,3.59,1.05507392003128,0
207,18.0,1.0,,246.23,37.0,3.0,7.0,evening,0.0,Mobile,Credit,Email,17.38,1.34267800284817,0
208,18.0,1.0,,567.658,8.0,4.0,1.0,afternoon,1.0,Mobile,Cash,Search_engine,5.63,1.9183162182387,0
209,46.0,1.0,4.0,539.124,19.0,3.0,0.0,evening,0.0,Desktop,Cash,,0.8,1.93105747468624,0
210,,1.0,3.0,959.602,48.0,1.0,3.0,morning,0.0,Mobile,Cash,Ads,2.05,1.09335892590672,0
211,44.0,0.0,3.0,291.183,6.0,0.0,1.0,morning,0.0,Desktop,Cash,Search_engine,3.95,3.01413926011535,0
212,,1.0,5.0,49.382,4.0,1.0,2.0,morning,1.0,Tablet,Bank,Email,1.14,0.0546806014113513,1
213,25.0,0.0,4.0,858.59,37.0,1.0,1.0,evening,0.0,Mobile,PayPal,,5.1,3.44868761964473,0
214,23.0,1.0,2.0,368.077,0.0,0.0,2.0,evening,1.0,Desktop,Cash,Email,18.6,0.307793922895384,0
215,42.0,0.0,3.0,588.065,2.0,2.0,3.0,evening,0.0,Desktop,Credit,Direct,13.29,0.360868760521348,0
216,40.0,0.0,4.0,230.884,34.0,4.0,0.0,afternoon,0.0,Tablet,Credit,Search_engine,3.52,0.269908135075888,0
217,50.0,1.0,5.0,718.694,20.0,4.0,1.0,afternoon,1.0,Mobile,Bank,Direct,3.77,1.19686897166308,0
